,DrugName,ActiveIngredient
2913,AMINOCAPROIC ACID,AMINOCAPROIC ACID
2914,MONISTAT 5,MICONAZOLE NITRATE
2921,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,SULFAMETHOXAZOLE; TRIMETHOPRIM
2924,CARDIZEM,DILTIAZEM HYDROCHLORIDE
2928,ZOVIRAX,ACYCLOVIR SODIUM
2931,ZOVIRAX,ACYCLOVIR
2933,PLEGISOL IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2934,"HEPARIN SODIUM 1,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
2935,"HEPARIN SODIUM 2,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
2936,"HEPARIN SODIUM 5,000 UNITS AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
2938,NICORETTE,NICOTINE POLACRILEX
2939,NICORETTE (MINT),NICOTINE POLACRILEX
2941,OVIDE,MALATHION
2942,LIPOSYN 20%,SAFFLOWER OIL
2943,SULFATRIM PEDIATRIC,SULFAMETHOXAZOLE; TRIMETHOPRIM
2944,SULFATRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
2947,NITRO-BID,NITROGLYCERIN
2948,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 5MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2949,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 10MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2950,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 15MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2951,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 20MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2954,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 30MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2955,"DEXTROSE 5%, SODIUM CHLORIDE 0.33% AND POTASSIUM CHLORIDE 40MEQ IN PLASTIC CONTAINER",DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
2956,TRENTAL,PENTOXIFYLLINE
2959,BETADINE,POVIDONE-IODINE
2960,BETA-VAL,BETAMETHASONE VALERATE
2961,WELLBUTRIN,BUPROPION HYDROCHLORIDE
2964,CORZIDE,BENDROFLUMETHIAZIDE; NADOLOL
2966,THEOPHYLLINE AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
2973,MARINOL,DRONABINOL
2977,VERSED,MIDAZOLAM HYDROCHLORIDE
2979,NORPACE CR,DISOPYRAMIDE PHOSPHATE
2983,DELSYM,DEXTROMETHORPHAN POLISTIREX
2986,TRAVAMULSION 10%,SOYBEAN OIL
2987,ACCUTANE,ISOTRETINOIN
2990,CHYMODIACTIN,CHYMOPAPAIN
2992,IOSAT,POTASSIUM IODIDE
2995,NORDETTE-21,ETHINYL ESTRADIOL; LEVONORGESTREL
2996,NICLOCIDE,NICLOSAMIDE
3001,NITRONAL,NITROGLYCERIN
3002,NITRO IV,NITROGLYCERIN
3003,METRO I.V.,METRONIDAZOLE
3005,HEPATAMINE 8%,AMINO ACIDS
3006,CESAMET,NABILONE
3007,BRANCHAMIN 4%,AMINO ACIDS
3008,TRIMETHOPRIM,TRIMETHOPRIM
3009,PARAGARD T 380A,COPPER
3011,TZ-3,TIOCONAZOLE
3012,TODAY,NONOXYNOL-9
3013,BRANCHAMIN 4% IN PLASTIC CONTAINER,AMINO ACIDS
3014,GAVISCON,ALUMINUM HYDROXIDE; MAGNESIUM TRISILICATE
3016,NORMODYNE,LABETALOL HYDROCHLORIDE
3021,RIDAURA,AURANOFIN
3022,INDOMETHACIN,INDOMETHACIN
3024,MARCAINE,BUPIVACAINE HYDROCHLORIDE
3025,INOCOR,INAMRINONE LACTATE
3026,HALDOL,HALOPERIDOL DECANOATE
3028,ACLOVATE,ALCLOMETASONE DIPROPIONATE
3029,ZANTAC 150,RANITIDINE HYDROCHLORIDE
3030,ZANTAC 300,RANITIDINE HYDROCHLORIDE
3032,NITROLINGUAL,NITROGLYCERIN
3033,NITROLINGUAL PUMPSPRAY,NITROGLYCERIN
3034,HYDERGINE LC,ERGOLOID MESYLATES
3036,DORAL,QUAZEPAM
3038,CAPOZIDE 25/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE
3039,CAPOZIDE 25/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE
3040,CAPOZIDE 50/25,CAPTOPRIL; HYDROCHLOROTHIAZIDE
3041,CAPOZIDE 50/15,CAPTOPRIL; HYDROCHLOROTHIAZIDE
3043,BILTRICIDE,PRAZIQUANTEL
3044,TRANDATE,LABETALOL HYDROCHLORIDE
3048,MODRASTANE,TRILOSTANE
3051,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.075% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
3052,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.15% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
3053,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.22% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
3054,SODIUM CHLORIDE 0.9% AND POTASSIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,POTASSIUM CHLORIDE; SODIUM CHLORIDE
3055,DEPAKOTE,DIVALPROEX SODIUM
3058,ACETATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
3062,BUSPAR,BUSPIRONE HYDROCHLORIDE
3066,TALWIN NX,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE
3067,ISOVUE-M 200,IOPAMIDOL
3068,ISOVUE-300,IOPAMIDOL
3069,ISOVUE-370,IOPAMIDOL
3070,ISOVUE-M 300,IOPAMIDOL
3071,ISOVUE-128,IOPAMIDOL
3072,ISOVUE-200,IOPAMIDOL
3073,ISOVUE-250,IOPAMIDOL
3074,EXELDERM,SULCONAZOLE NITRATE
3078,DIPROLENE,BETAMETHASONE DIPROPIONATE
3079,POTASSIUM CHLORIDE 0.075% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
3080,POTASSIUM CHLORIDE 0.15% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
3081,POTASSIUM CHLORIDE 0.22% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
3082,POTASSIUM CHLORIDE 0.3% IN DEXTROSE 5% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE
3083,VASOCON-A,ANTAZOLINE PHOSPHATE; NAPHAZOLINE HYDROCHLORIDE
3084,ISOCLOR,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
3085,LOPROX,CICLOPIROX
3086,LITHOSTAT,ACETOHYDROXAMIC ACID
3088,SPECTAZOLE,ECONAZOLE NITRATE
3091,ORUDIS,KETOPROFEN
3094,CALCIBIND,CELLULOSE SODIUM PHOSPHATE
3096,TRAVAMULSION 20%,SOYBEAN OIL
3097,TENORETIC 100,ATENOLOL; CHLORTHALIDONE
3098,TENORETIC 50,ATENOLOL; CHLORTHALIDONE
3101,BRETHAIRE,TERBUTALINE SULFATE
3105,ANSAID,FLURBIPROFEN
3107,VEPESID,ETOPOSIDE
3108,TORNALATE,BITOLTEROL MESYLATE
3109,LACRISERT,HYDROXYPROPYL CELLULOSE
3110,NITROL,NITROGLYCERIN
3111,NORCURON,VECURONIUM BROMIDE
3113,HUMULIN R,INSULIN RECOMBINANT HUMAN
3114,HUMULIN R KWIKPEN,INSULIN HUMAN
3115,HUMULIN R,INSULIN HUMAN
3116,HUMULIN R PEN,INSULIN RECOMBINANT HUMAN
3117,HUMULIN N,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN
3118,NORDETTE-28,ETHINYL ESTRADIOL; LEVONORGESTREL
3121,SOYACAL 20%,SOYBEAN OIL
3123,NEOPHAM 6.4%,AMINO ACIDS
3124,COLD CAPSULE IV,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
3125,COLD CAPSULE V,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
3127,PILOPINE HS,PILOCARPINE HYDROCHLORIDE
3128,PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE
3129,BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE
3130,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION
3135,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER,STERILE WATER FOR INJECTION
3137,AMINOSYN 3.5% IN PLASTIC CONTAINER,AMINO ACIDS
3138,AMINOSYN 3.5% M IN PLASTIC CONTAINER,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE
3141,DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
3142,DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
3145,THERMAZENE,SILVER SULFADIAZINE
3149,"HEPARIN SODIUM 20,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
3150,"HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
3151,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
3153,CALAN,VERAPAMIL HYDROCHLORIDE
3162,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
3165,LOTRISONE,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE
3169,TAMBOCOR,FLECAINIDE ACETATE
3173,TRACRIUM PRESERVATIVE FREE,ATRACURIUM BESYLATE
3174,TRACRIUM,ATRACURIUM BESYLATE
3176,LITHANE,LITHIUM CARBONATE
3177,BETADERM,BETAMETHASONE VALERATE
3178,DEXTROSE 5% AND ELECTROLYTE NO. 75 IN PLASTIC CONTAINER,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE"
3179,DAYPRO,OXAPROZIN
3180,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
3188,XYLOSE,XYLOSE
3191,VIRAZOLE,RIBAVIRIN
3192,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
3194,BETATREX,BETAMETHASONE VALERATE
3202,NIMOTOP,NIMODIPINE
3204,PROTOSTAT,METRONIDAZOLE
3206,VISKAZIDE,HYDROCHLOROTHIAZIDE; PINDOLOL
3208,MEXITIL,MEXILETINE HYDROCHLORIDE
3211,CALCIJEX,CALCITRIOL
3215,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3216,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% IN SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3217,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3218,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3219,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3221,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3222,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
3225,INDOCIN,INDOMETHACIN SODIUM
3229,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
3230,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
3231,DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
3232,EMBOLEX,DIHYDROERGOTAMINE MESYLATE; HEPARIN SODIUM; LIDOCAINE HYDROCHLORIDE
3235,MONISTAT 3,MICONAZOLE NITRATE
3237,METRONIDAZOLE IN PLASTIC CONTAINER,METRONIDAZOLE
3238,CATAPRES-TTS-1,CLONIDINE
3239,CATAPRES-TTS-2,CLONIDINE
3240,CATAPRES-TTS-3,CLONIDINE
3241,SODIUM PHOSPHATES IN PLASTIC CONTAINER,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"
3242,SODIUM ACETATE,SODIUM ACETATE
3243,TOLAZAMIDE,TOLAZAMIDE
3246,TPN ELECTROLYTES IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
3247,POTASSIUM ACETATE,POTASSIUM ACETATE
3248,SODIUM CHLORIDE 14.6%,SODIUM CHLORIDE
3250,SODIUM CHLORIDE 23.4%,SODIUM CHLORIDE
3251,ISOLYTE E IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE
3252,METRO I.V. IN PLASTIC CONTAINER,METRONIDAZOLE
3253,AMINESS 5.2% ESSENTIAL AMINO ACIDS W/ HISTADINE,AMINO ACIDS
3255,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID; MAGNESIUM OXIDE; SODIUM CARBONATE
3256,HEXABRIX,IOXAGLATE MEGLUMINE; IOXAGLATE SODIUM
3258,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM
3259,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM
3260,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
3261,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
3262,"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
3263,"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
3264,"HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
3265,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
3267,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
3272,"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM
3273,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM
3275,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
3276,"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
3277,"HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
3278,SECTRAL,ACEBUTOLOL HYDROCHLORIDE
3280,M.V.I. PEDIATRIC,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
3282,LODINE,ETODOLAC
3286,DEXTROSE 38.5% IN PLASTIC CONTAINER,DEXTROSE
3287,AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE
3291,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
3293,NORQUEST FE,ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE
3295,PENNTUSS,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX
3297,TRAVASOL 5.5% IN PLASTIC CONTAINER,AMINO ACIDS
3298,TRAVASOL 8.5% IN PLASTIC CONTAINER,AMINO ACIDS
3299,TRAVASOL 10% IN PLASTIC CONTAINER,AMINO ACIDS
3300,REVIA,NALTREXONE HYDROCHLORIDE
3301,M.V.I.-12 LYOPHILIZED,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE; VITAMIN A; VITAMIN E
3302,METHYLDOPA,METHYLDOPA
3304,CODIMAL-L.A. 12,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
3305,PROZAC,FLUOXETINE HYDROCHLORIDE
3309,SARAFEM,FLUOXETINE HYDROCHLORIDE
3315,SODIUM LACTATE IN PLASTIC CONTAINER,SODIUM LACTATE
3316,CARNITOR,LEVOCARNITINE
3319,OMNIPAQUE 180,IOHEXOL
3320,OMNIPAQUE 240,IOHEXOL
3321,OMNIPAQUE 300,IOHEXOL
3322,OMNIPAQUE 350,IOHEXOL
3323,OMNIPAQUE 140,IOHEXOL
3324,OMNIPAQUE 210,IOHEXOL
3325,OMNIPAQUE 70,IOHEXOL
3326,OMNIPAQUE 9,IOHEXOL
3327,OMNIPAQUE 12,IOHEXOL
3328,ZINC CHLORIDE IN PLASTIC CONTAINER,ZINC CHLORIDE
3329,CUPRIC CHLORIDE IN PLASTIC CONTAINER,CUPRIC CHLORIDE
3330,CHROMIC CHLORIDE IN PLASTIC CONTAINER,CHROMIC CHLORIDE
3331,MANGANESE CHLORIDE IN PLASTIC CONTAINER,MANGANESE CHLORIDE
3332,CHOLETEC,TECHNETIUM TC-99M MEBROFENIN KIT
3337,LIPOSYN III 10%,SOYBEAN OIL
3338,LIPOSYN III 20%,SOYBEAN OIL
3339,CORDARONE,AMIODARONE HYDROCHLORIDE
3340,LEVATOL,PENBUTOLOL SULFATE
3342,TRI-NORINYL 21-DAY,ETHINYL ESTRADIOL; NORETHINDRONE
3343,TRI-NORINYL 28-DAY,ETHINYL ESTRADIOL; NORETHINDRONE
3344,COLYTE,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
3348,COLYTE-FLAVORED,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
3351,COLYTE WITH FLAVOR PACKS,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
3352,ORTHO-NOVUM 7/7/7-21,ETHINYL ESTRADIOL; NORETHINDRONE
3353,ORTHO-NOVUM 7/7/7-28,ETHINYL ESTRADIOL; NORETHINDRONE
3354,PRALIDOXIME CHLORIDE (AUTOINJECTOR),PRALIDOXIME CHLORIDE
3355,VASOCIDIN,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
3356,ADVIL,IBUPROFEN
3357,LIPOSYN II 20%,SAFFLOWER OIL; SOYBEAN OIL
3358,ACTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
3359,LIPOSYN II 10%,SAFFLOWER OIL; SOYBEAN OIL
3360,VASOTEC,ENALAPRIL MALEATE
3364,BEPADIN,BEPRIDIL HYDROCHLORIDE
3367,VASCOR,BEPRIDIL HYDROCHLORIDE
3370,ORTHO-NOVUM 7/14-21,ETHINYL ESTRADIOL; NORETHINDRONE
3371,ORTHO-NOVUM 7/14-28,ETHINYL ESTRADIOL; NORETHINDRONE
3372,BRETYLIUM TOSYLATE IN DEXTROSE 5%,BRETYLIUM TOSYLATE
3375,ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
3376,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,BRETYLIUM TOSYLATE
3379,MAXAIR,PIRBUTEROL ACETATE
3380,LUPRON,LEUPROLIDE ACETATE
3381,GOLYTELY,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
3383,NUPRIN,IBUPROFEN
3385,MOTRIN IB,IBUPROFEN
3386,MOTRIN MIGRAINE PAIN,IBUPROFEN
3387,BENYLIN,DIPHENHYDRAMINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
3388,TROPHAMINE,AMINO ACIDS
3389,TROPHAMINE 10%,AMINO ACIDS
3390,SODIUM CHLORIDE 3% IN PLASTIC CONTAINER,SODIUM CHLORIDE
3391,SODIUM CHLORIDE 5% IN PLASTIC CONTAINER,SODIUM CHLORIDE
3392,PHYSIOLYTE IN PLASTIC CONTAINER,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE
3393,ISOLYTE P W/ DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE"
3394,PERIDEX,CHLORHEXIDINE GLUCONATE
3396,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE
3397,TENEX,GUANFACINE HYDROCHLORIDE
3401,DILAUDID-HP,HYDROMORPHONE HYDROCHLORIDE
3403,DILAUDID,HYDROMORPHONE HYDROCHLORIDE
3410,CIS-PYRO,TECHNETIUM TC-99M PYROPHOSPHATE KIT
3413,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
3414,INDIUM IN 111 OXYQUINOLINE,INDIUM IN-111 OXYQUINOLINE
3415,NORMOZIDE,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE
3419,PLASMA-LYTE 56 IN PLASTIC CONTAINER,MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE
3420,DESOWEN,DESONIDE
3422,SUFENTA PRESERVATIVE FREE,SUFENTANIL CITRATE
3424,HYTRIN,TERAZOSIN HYDROCHLORIDE
3429,INDERIDE LA 80/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
3430,INDERIDE LA 120/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
3431,INDERIDE LA 160/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
3432,MYCELEX-G,CLOTRIMAZOLE
3433,UROCIT-K,POTASSIUM CITRATE
3437,FLAREX,FLUOROMETHOLONE ACETATE
3438,PROSOM,ESTAZOLAM
3440,ESTRADERM,ESTRADIOL
3442,DALGAN,DEZOCINE
3445,THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
3446,THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
3447,THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
3449,ATROVENT,IPRATROPIUM BROMIDE
3450,ZANTAC,RANITIDINE HYDROCHLORIDE
3451,ISMO,ISOSORBIDE MONONITRATE
3452,DOPAMINE HYDROCHLORIDE AND DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
3453,DOPAMINE HYDROCHLORIDE AND DEXTROSE 5%,DOPAMINE HYDROCHLORIDE
3456,FENTANYL CITRATE PRESERVATIVE FREE,FENTANYL CITRATE
3458,TUSSIONEX PENNKINETIC,CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX
3459,VENTOLIN,ALBUTEROL SULFATE
3461,FENTANYL CITRATE,FENTANYL CITRATE
3464,AMINOSYN 3.5% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
3465,AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
3466,AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
3470,KLOR-CON,POTASSIUM CHLORIDE
3472,EXIDINE,CHLORHEXIDINE GLUCONATE
3474,MAXZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE
3475,MAXZIDE-25,HYDROCHLOROTHIAZIDE; TRIAMTERENE
3476,"HEPARIN SODIUM 1,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
3477,"HEPARIN SODIUM 5,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
3478,"HEPARIN SODIUM 2,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
